0.5,4.425477880942708
1.5,31.77299268245315
2.5,86.16839719047357
3.5,167.01572397024438
4.5,273.4291927911745
5.5,404.2429154204128
6.5,558.0236693383013
7.5,733.0866004242246
8.5,927.5136825709312
9.5,1139.1747319799401
10.5,1365.7507459010028
11.5,1604.759310111522
12.5,1853.5817967662495
13.5,2109.492054631943
14.5,2369.6862773707617
15.5,2631.3137226292383
16.5,2891.507945368057
17.5,3147.4182032337503
18.5,3396.2406898884783
19.5,3635.249254098997
20.5,3861.82526802006
21.5,4073.4863174290685
22.5,4267.913399575776
23.5,4442.976330661699
24.5,4596.757084579587
25.5,4727.5708072088255
26.5,4833.984276029756
27.5,4914.831602809527
28.5,4969.227007317547
29.5,4996.574522119057
30.5,4996.574522119057
31.5,4969.227007317547
32.5,4914.831602809527
33.5,4833.984276029756
34.5,4727.5708072088255
35.5,4596.757084579588
36.5,4442.976330661699
37.5,4267.913399575776
38.5,4073.4863174290685
39.5,3861.825268020061
40.5,3635.2492540989974
41.5,3396.240689888478
42.5,3147.4182032337503
43.5,2891.5079453680573
44.5,2631.313722629238
45.5,2369.6862773707626
46.5,2109.492054631943
47.5,1853.5817967662504
48.5,1604.7593101115226
49.5,1365.750745901003
50.5,1139.17473197994
51.5,927.5136825709317
52.5,733.0866004242246
53.5,558.0236693383022
54.5,404.2429154204124
55.5,273.4291927911745
56.5,167.01572397024393
57.5,86.16839719047357
58.5,31.772992682453605
59.5,4.425477880942253
